대학명,모집단위,권역,지역,세부지역,계열,모집단위2027,교과1전형,교과1_50,교과1_70,교과1_50_5,교과1_70_5,교과2전형,교과2_50,교과2_70,교과2_50_5,교과2_70_5,교과3전형,교과3_50,교과3_70,교과3_50_5,교과3_70_5,종합1전형,종합1_50,종합1_70,종합1_50_5,종합1_70_5,종합2전형,종합2_50,종합2_70,종합2_50_5,종합2_70_5,정시백분위,정시영어한국사,정시반영영역
경북대,건축학부(건축공학전공),경상권,대구,북구,자연,건축학부(건축공학전공),교과우수자,2.74,2.74,1.71,1.71,,,,,,,,,,,일반학생,3.67,3.82,2.21,2.29,,,,,,82.57142857142857,2/1,국수영탐(2)
경북대,건축학부(건축학전공),경상권,대구,북구,자연,건축학부(건축학전공),교과우수자,2.29,2.43,1.47,1.54,,,,,,,,,,,일반학생,3.54,3.75,2.14,2.25,,,,,,83.71428571428571,2/5,국수영탐(2)
경북대,경상대학 자율학부,경상권,대구,북구,인문,경상대학 자율학부,교과우수자,2.72,2.83,1.7,1.76,,,,,,,,,,,일반학생,3.15,3.19,1.93,1.95,,,,,,83.14285714285714,2/3,국수영탐(2)
경북대,경영학부,경상권,대구,북구,인문,경영학부,교과우수자,2.46,2.64,1.56,1.65,,,,,,,,,,,일반학생,3.61,3.74,2.18,2.25,,,,,,82,2/2,국수영탐(2)
경북대,경제통상학부,경상권,대구,북구,인문,경제통상학부,교과우수자,2.71,2.86,1.69,1.77,,,,,,,,,,,일반학생,3.58,3.89,2.16,2.33,,,,,,80.71428571428571,2/1,국수영탐(2)
경북대,고고인류학과,경상권,대구,북구,인문,고고인류학과,교과우수자,2.96,2.98,1.83,1.84,,,,,,,,,,,일반학생,3.75,3.75,2.25,2.25,,,,,,78.14285714285714,2/1,국수영탐(2)
경북대,고분자공학과,경상권,대구,북구,자연,고분자공학과,교과우수자,2.45,2.47,1.55,1.57,,,,,,,,,,,일반학생,3.52,3.76,2.13,2.26,,,,,,84.85714285714286,2/2,국수영탐(2)
경북대,공과대학 자율학부,경상권,대구,북구,자연,공과대학 자율학부,교과우수자,2.21,2.42,1.42,1.54,,,,,,,,,,,일반학생,2.47,2.51,1.57,1.59,,,,,,87.71428571428571,3/3,국수영탐(2)
경북대,공학 첨단자율학부,경상권,대구,북구,자연,공학 첨단자율학부,교과우수자,2.62,2.65,1.64,1.66,,,,,,,,,,,일반학생,2.9,2.98,1.8,1.84,,,,,,85.85714285714286,3/2,국수영탐(2)
경북대,교육학과,경상권,대구,북구,인문,교육학과,,,,,,,,,,,,,,,,일반학생,3.32,3.41,2.02,2.06,,,,,,,-/-,국수영탐(2)
경북대,국어교육과,경상권,대구,북구,인문,국어교육과,교과우수자,2.53,2.56,1.6,1.61,,,,,,,,,,,일반학생,3.07,3.68,1.89,2.21,,,,,,84.14285714285714,3/3,국수영탐(2)
경북대,국어국문학과,경상권,대구,북구,인문,국어국문학과,교과우수자,2.57,2.58,1.62,1.63,,,,,,,,,,,일반학생,3.76,3.83,2.26,2.3,,,,,,79.42857142857143,2/3,국수영탐(2)
경북대,금속재료공학과,경상권,대구,북구,자연,금속재료공학과,교과우수자,2.57,2.6,1.62,1.63,,,,,,,,,,,일반학생,4.06,4.27,2.43,2.56,,,,,,83.57142857142857,3/2,국수영탐(2)
경북대,기계공학부,경상권,대구,북구,자연,기계공학부,교과우수자,2.29,2.41,1.47,1.53,,,,,,,,,,,일반학생,4.62,4.78,2.76,2.85,,,,,,88,3/2,국수영탐(2)
경북대,노어노문학과,경상권,대구,북구,인문,노어노문학과,교과우수자,,,,,,,,,,,,,,,일반학생,5.13,5.31,3.05,3.14,,,,,,,-/-,국수영탐(2)
경북대,농업생명과학대학 자율학부,경상권,대구,북구,자연,농업생명과학대학 자율학부,교과우수자,2.81,2.89,1.75,1.79,,,,,,,,,,,일반학생,3.02,3.12,1.86,1.91,,,,,,80.85714285714286,3/3,국수영탐(2)
경북대,농업토목공학과,경상권,대구,북구,자연,농업토목공학과,교과우수자,3.08,3.16,1.89,1.93,,,,,,,,,,,일반학생,4.61,4.61,2.75,2.75,,,,,,84.71428571428571,3/3,국수영탐(2)
경북대,독어독문학과,경상권,대구,북구,인문,독어독문학과,교과우수자,3.25,3.28,1.98,1.99,,,,,,,,,,,일반학생,4.59,5.55,2.74,3.28,,,,,,81.57142857142857,4/1,국수영탐(2)
경북대,문헌정보학과,경상권,대구,북구,인문,문헌정보학과,교과우수자,3.01,3.11,1.86,1.91,,,,,,,,,,,일반학생,3.79,3.99,2.28,2.39,,,,,,83.71428571428571,3/2,국수영탐(2)
경북대,물리교육과,경상권,대구,북구,자연,물리교육과,교과우수자,3.3,3.32,2.01,2.02,,,,,,,,,,,일반학생,3.12,3.14,1.91,1.92,,,,,,,-/-,국수영탐(2)
경북대,물리학과,경상권,대구,북구,자연,물리학과,교과우수자,2.78,2.82,1.73,1.75,,,,,,,,,,,일반학생,4,4.24,2.4,2.54,,,,,,79.71428571428571,2/2,국수영탐(2)
경북대,미디어커뮤니케이션학과,경상권,대구,북구,인문,미디어커뮤니케이션학과,교과우수자,2.09,2.16,1.36,1.4,,,,,,,,,,,일반학생,3.52,3.82,2.13,2.29,,,,,,82.57142857142857,3/4,국수영탐(2)
경북대,바이오섬유소재학과,경상권,대구,북구,자연,바이오섬유소재학과,교과우수자,2.99,3.03,1.85,1.87,,,,,,,,,,,일반학생,4.52,4.52,2.7,2.7,,,,,,85.71428571428571,4/3,국수영탐(2)
경북대,불어불문학과,경상권,대구,북구,인문,불어불문학과,교과우수자,3.71,3.84,2.23,2.31,,,,,,,,,,,일반학생,4.22,4.46,2.53,2.67,,,,,,81.71428571428571,4/4,국수영탐(2)
경북대,사학과,경상권,대구,북구,인문,사학과,교과우수자,2.85,3.04,1.77,1.87,,,,,,,,,,,일반학생,3.75,4.17,2.25,2.5,,,,,,78.71428571428571,2/1,국수영탐(2)
경북대,사회과학대학 자율학부,경상권,대구,북구,인문,사회과학대학 자율학부,교과우수자,2.27,2.3,1.46,1.47,,,,,,,,,,,일반학생,2.77,2.77,1.72,1.72,,,,,,,-/-,국수영탐(2)
경북대,사회복지학부,경상권,대구,북구,인문,사회복지학부,교과우수자,2.84,2.93,1.76,1.81,,,,,,,,,,,일반학생,3.73,4.06,2.24,2.43,,,,,,80.42857142857143,3/3,국수영탐(2)
경북대,사회학과,경상권,대구,북구,인문,사회학과,교과우수자,2.6,2.64,1.63,1.65,,,,,,,,,,,일반학생,3.55,4.73,2.14,2.82,,,,,,86.57142857142857,4/4,국수영탐(2)
경북대,산림과학・조경학부,경상권,대구,북구,자연,산림과학・조경학부,교과우수자,3,3.02,1.85,1.86,,,,,,,,,,,일반학생,4.49,4.88,2.68,2.91,,,,,,90.33333333333333,2/3,수영탐(2)
경북대,생명공학부,경상권,대구,북구,자연,생명공학부,교과우수자,1.95,2.04,1.29,1.34,,,,,,,,,,,일반학생,3.34,3.65,2.03,2.2,,,,,,82.85714285714286,2/2,국수영탐(2)
경북대,생물교육과,경상권,대구,북구,자연,생물교육과,교과우수자,2.2,2.22,1.42,1.43,,,,,,,,,,,일반학생,3.55,4.01,2.14,2.41,,,,,,,-/-,국수영탐(2)
경북대,생물학과,경상권,대구,북구,자연,생물학과,교과우수자,2.4,2.46,1.52,1.56,,,,,,,,,,,일반학생,3.83,4.2,2.3,2.51,,,,,,79,2/4,국수영탐(2)
경북대,섬유시스템공학과,경상권,대구,북구,자연,섬유시스템공학과,교과우수자,2.87,2.98,1.78,1.84,,,,,,,,,,,일반학생,4.73,4.73,2.82,2.82,,,,,,83,2/1,국수영탐(2)
경북대,수의예과,경상권,대구,북구,의약학,수의예과,교과우수자,1.28,1.29,1.03,1.03,,,,,,,,,,,일반학생,1.57,1.66,1.13,1.16,,,,,,97,2/1,국수영탐(2)
경북대,수학과,경상권,대구,북구,자연,수학과,교과우수자,2.2,2.2,1.42,1.42,,,,,,,,,,,일반학생,4.09,4.12,2.45,2.47,,,,,,83.28571428571429,2/1,국수영탐(2)
경북대,수학교육과,경상권,대구,북구,자연,수학교육과,교과우수자,2.35,2.41,1.5,1.53,,,,,,,,,,,일반학생,2.46,2.76,1.56,1.72,,,,,,87.14285714285714,2/1,국수영탐(2)
경북대,스마트생물산업기계공학과,경상권,대구,북구,자연,스마트생물산업기계공학과,교과우수자,3,3.09,1.85,1.9,,,,,,,,,,,일반학생,4.49,4.49,2.68,2.68,,,,,,82,3/1,국수영탐(2)
경북대,식물의학과,경상권,대구,북구,자연,식물의학과,교과우수자,3.15,3.16,1.93,1.93,,,,,,,,,,,일반학생,4.42,4.42,2.64,2.64,,,,,,79.28571428571429,3/3,국수영탐(2)
경북대,식품공학부,경상권,대구,북구,자연,식품공학부,교과우수자,2.49,2.63,1.58,1.65,,,,,,,,,,,일반학생,3.74,3.96,2.25,2.38,,,,,,81.57142857142857,3/1,국수영탐(2)
경북대,식품영양학과,경상권,대구,북구,자연,식품영양학과,교과우수자,2.82,2.97,1.75,1.84,,,,,,,,,,,일반학생,3.81,4.29,2.29,2.57,,,,,,81.85714285714286,3/3,국수영탐(2)
경북대,식품자원경제학과,경상권,대구,북구,인문,식품자원경제학과,교과우수자,2.62,2.81,1.64,1.75,,,,,,,,,,,일반학생,3.67,3.67,2.21,2.21,,,,,,81,2/2,국수영탐(2)
경북대,신소재공학과,경상권,대구,북구,자연,신소재공학과,교과우수자,2.26,2.34,1.45,1.49,,,,,,,,,,,일반학생,3.16,3.5,1.93,2.12,,,,,,85.14285714285714,3/1,국수영탐(2)
경북대,심리학과,경상권,대구,북구,인문,심리학과,교과우수자,2.13,2.32,1.38,1.49,,,,,,,,,,,일반학생,3.25,3.78,1.98,2.27,,,,,,,-/-,국수영탐(2)
경북대,아동학부,경상권,대구,북구,인문,아동학부,교과우수자,3.14,3.15,1.92,1.93,,,,,,,,,,,일반학생,4.23,4.32,2.53,2.59,,,,,,80.14285714285714,3/4,국수영탐(2)
경북대,약학과,경상권,대구,북구,의약학,약학과,교과우수자,1.22,1.22,1.02,1.02,,,,,,,,,,,,,,,,,,,,,95.42857142857143,2/1,국수영탐(2)
경북대,에너지공학부,경상권,대구,북구,자연,에너지공학부,교과우수자,2.52,2.58,1.59,1.63,,,,,,,,,,,일반학생,3.56,3.88,2.15,2.33,,,,,,87,3/4,국수영탐(2)
경북대,역사교육과,경상권,대구,북구,인문,역사교육과,교과우수자,2.28,2.28,1.47,1.47,,,,,,,,,,,일반학생,2.85,3.54,1.77,2.14,,,,,,86,3/1,국수영탐(2)
경북대,영어교육과,경상권,대구,북구,인문,영어교육과,교과우수자,2.6,2.9,1.63,1.8,,,,,,,,,,,일반학생,3.15,3.49,1.93,2.11,,,,,,81.85714285714286,2/5,국수영탐(2)
경북대,영어영문학과,경상권,대구,북구,인문,영어영문학과,교과우수자,2.83,2.89,1.76,1.79,,,,,,,,,,,일반학생,3.86,4.32,2.32,2.59,,,,,,82.14285714285714,3/4,국수영탐(2)
경북대,원예과학과,경상권,대구,북구,자연,원예과학과,교과우수자,3.26,3.29,1.99,2,,,,,,,,,,,영농창업인재,3.52,3.87,2.13,2.32,,,,,,81.42857142857143,4/4,국수영탐(2)
경북대,유럽어교육학부 독어교육전공,경상권,대구,북구,인문,유럽어교육학부 독어교육전공,교과우수자,,,,,,,,,,,,,,,,,,,,,,,,,,-/-,국수영탐(2)
경북대,윤리교육과,경상권,대구,북구,인문,윤리교육과,교과우수자,2.21,2.33,1.42,1.49,,,,,,,,,,,일반학생,3.4,3.41,2.06,2.06,,,,,,83.85714285714286,3/2,국수영탐(2)
경북대,응용생명과학부,경상권,대구,북구,자연,응용생명과학부,교과우수자,2.53,2.59,1.6,1.63,,,,,,,,,,,일반학생,3.91,4.09,2.35,2.45,,,,,,75.28571428571429,2/1,국수영탐(2)
경북대,응용화학공학부,경상권,대구,북구,자연,응용화학공학부,교과우수자,2.09,2.2,1.36,1.42,,,,,,,,,,,일반학생,3.03,3.12,1.87,1.91,,,,,,86.28571428571429,2/2,국수영탐(2)
경북대,의류학과,경상권,대구,북구,자연,의류학과,교과우수자,3,3.19,1.85,1.95,,,,,,,,,,,일반학생,3.95,4.31,2.37,2.58,,,,,,81.57142857142857,3/2,국수영탐(2)
경북대,의예과,경상권,대구,중구,의약학,의예과,,,,,,,,,,,,,,,,일반학생,1.41,1.45,1.07,1.08,,,,,,98.71428571428571,2/1,국수영탐(2)
경북대,컴퓨터학부 인공지능컴퓨팅전공,경상권,대구,북구,자연,인공지능시스템학과,교과우수자,2.5,2.58,1.58,1.63,,,,,,,,,,,일반학생,3.39,3.56,2.05,2.15,SW특별,,,,,82,2/1,국수영탐(2)
경북대,인문대학 자율학부,경상권,대구,북구,인문,인문대학 자율학부,교과우수자,2.85,2.94,1.77,1.82,,,,,,,,,,,일반학생,3.43,3.48,2.08,2.1,,,,,,,-/-,국수영탐(2)
경북대,일반사회교육과,경상권,대구,북구,인문,일반사회교육과,교과우수자,2.42,2.55,1.54,1.61,,,,,,,,,,,일반학생,2.66,2.78,1.67,1.73,,,,,,83.28571428571429,3/1,국수영탐(2)
경북대,일어일문학과,경상권,대구,북구,인문,일어일문학과,교과우수자,2.9,2.95,1.8,1.83,,,,,,,,,,,일반학생,5.43,5.55,3.22,3.28,,,,,,80.71428571428571,2/3,국수영탐(2)
경북대,자연과학대학 자율학부,경상권,대구,북구,자연,자연과학대학 자율학부,교과우수자,2.28,2.28,1.47,1.47,,,,,,,,,,,일반학생,2.63,2.67,1.65,1.67,,,,,,86.85714285714286,4/2,국수영탐(2)
경북대,자율전공학부,경상권,대구,북구,공통,자율전공학부,교과우수자,2.6,2.73,1.63,1.71,,,,,,,,,,,일반학생,2.9,3.04,1.8,1.87,,,,,,79.35714285714286,2/2,국수영탐(2)
경북대,전기공학과,경상권,대구,북구,자연,전기공학과,교과우수자,2.37,2.5,1.51,1.58,,,,,,,,,,,일반학생,3.17,3.55,1.94,2.14,,,,,,90.28571428571429,3/1,국수영탐(2)
경북대,전자공학부,경상권,대구,북구,자연,전자공학부,교과우수자,2.12,2.2,1.38,1.42,,,,,,,,,,,일반학생,3.18,3.63,1.94,2.19,,,,,,87.28571428571429,3/1,국수영탐(2)
경북대,전자공학부모바일공학전공,경상권,대구,북구,자연,전자공학부 모바일AI공학전공,,,,,,,,,,,,,,,,모바일과학인재,1.89,1.9,1.26,1.26,,,,,,86.71428571428571,3/,국수영탐(2)
경북대,전자공학부 인공지능전공,경상권,대구,북구,자연,전자공학부 인공지능전공,교과우수자,3.34,3.42,2.03,2.07,,,,,,,,,,,일반학생,3.97,4.57,2.38,2.73,,,,,,87.14285714285714,3/4,국수영탐(2)
경북대,정보・컴퓨터교육과,경상권,대구,북구,자연,정보・컴퓨터교육과,교과우수자,2.84,2.84,1.76,1.76,,,,,,,,,,,일반학생,4.02,4.02,2.41,2.41,,,,,,86.71428571428571,3/1,국수영탐(2)
경북대,정치외교학과,경상권,대구,북구,인문,정치외교학과,교과우수자,2.29,2.41,1.47,1.53,,,,,,,,,,,일반학생,3.4,3.55,2.06,2.14,,,,,,80.14285714285714,2/2,국수영탐(2)
경북대,중어중문학과,경상권,대구,북구,인문,중어중문학과,교과우수자,3.76,3.97,2.26,2.38,,,,,,,,,,,일반학생,4.82,5.4,2.87,3.2,,,,,,80.28571428571429,3/3,국수영탐(2)
경북대,지구과학교육과,경상권,대구,북구,자연,지구과학교육과,교과우수자,2.37,2.55,1.51,1.61,,,,,,,,,,,일반학생,3.79,4.9,2.28,2.92,,,,,,83.57142857142857,4/2,국수영탐(2)
경북대,지구시스템과학부,경상권,대구,북구,자연,지구시스템과학부,교과우수자,2.79,2.91,1.74,1.8,,,,,,,,,,,일반학생,4.43,4.71,2.65,2.81,,,,,,79.14285714285714,2/2,국수영탐(2)
경북대,지리교육과,경상권,대구,북구,인문,지리교육과,교과우수자,2.57,2.57,1.62,1.62,,,,,,,,,,,일반학생,3.62,4.29,2.18,2.57,,,,,,78.85714285714286,2/1,국수영탐(2)
경북대,지리학과,경상권,대구,북구,인문,지리학과,교과우수자,2.71,2.72,1.69,1.7,,,,,,,,,,,일반학생,3.65,4.02,2.2,2.41,,,,,,80.71428571428571,3/1,국수영탐(2)
경북대,철학과,경상권,대구,북구,인문,철학과,교과우수자,2.79,2.95,1.74,1.83,,,,,,,,,,,일반학생,3.88,3.96,2.33,2.38,,,,,,82.28571428571429,4/1,국수영탐(2)
경북대,첨단기술융합대학 자율학부1,경상권,대구,북구,자연,첨단기술융합대학 자율학부1,교과우수자,3,3.07,1.85,1.89,,,,,,,,,,,일반학생,3.53,3.8,2.13,2.28,,,,,,86.85714285714286,3/3,국수영탐(2)
경북대,첨단기술융합대학 자율학부2,경상권,대구,북구,자연,첨단기술융합대학 자율학부2,교과우수자,2.35,2.58,1.5,1.63,,,,,,,,,,,일반학생,2.84,3.07,1.76,1.89,,,,,,79.14285714285714,2/1,국수영탐(2)
경북대,체육교육과,경상권,대구,북구,예체능,체육교육과,교과우수자,,,,,,,,,,,,,,,일반학생,3.74,3.82,2.25,2.29,,,,,,82.57142857142857,3/2,국수영탐(2)
경북대,치의예과,경상권,대구,중구,의약학,치의예과,교과우수자,1.3,1.3,1.03,1.03,,,,,,,,,,,일반학생,1.57,1.63,1.13,1.15,,,,,,97.85714285714286,2/4,국수영탐(2)
경북대,컴퓨터학부 심화컴퓨팅전공,경상권,대구,북구,자연,컴퓨터학부(심화컴퓨팅전공),교과우수자,2.65,2.79,1.66,1.74,,,,,,,,,,,일반학생,3.15,3.48,1.93,2.1,SW특별,3.48,3.62,2.1,2.18,83.71428571428571,3/3,국수영탐(2)
경북대,컴퓨터학부 첨단컴퓨팅연구전공,경상권,대구,북구,자연,컴퓨터학부(첨단AI컴퓨팅전공),교과우수자,3.48,3.49,2.1,2.11,,,,,,,,,,,SW특별,,,,,일반학생,3.33,3.71,2.03,2.23,82.14285714285714,2/2,국수영탐(2)
경북대,토목공학과,경상권,대구,북구,자연,토목공학과,교과우수자,2.68,2.77,1.68,1.72,,,,,,,,,,,일반학생,4.37,4.52,2.61,2.7,,,,,,83.14285714285714,3/2,국수영탐(2)
경북대,통계학과,경상권,대구,북구,자연,통계학과,교과우수자,2.15,2.22,1.39,1.43,,,,,,,,,,,일반학생,3.5,4.05,2.12,2.43,,,,,,79.14285714285714,2/1,국수영탐(2)
경북대,한문학과,경상권,대구,북구,인문,한문학과,교과우수자,3.1,3.11,1.9,1.91,,,,,,,,,,,일반학생,4.37,5.08,2.61,3.02,,,,,,80.71428571428571,2/1,국수영탐(2)
경북대,행정학부,경상권,대구,북구,인문,행정학부,교과우수자,2.66,2.79,1.67,1.74,,,,,,,,,,,일반학생,3.34,3.42,2.03,2.07,,,,,,81.85714285714286,2/2,국수영탐(2)
경북대,화학과,경상권,대구,북구,자연,화학과,교과우수자,2.33,2.34,1.49,1.49,,,,,,,,,,,일반학생,3.63,3.87,2.19,2.32,,,,,,81.71428571428571,2/2,국수영탐(2)
경북대,화학교육과,경상권,대구,북구,자연,화학교육과,교과우수자,2.59,2.59,1.63,1.63,,,,,,,,,,,일반학생,3.53,3.53,2.13,2.13,,,,,,,-/-,국수영탐(2)
경북대,환경공학과,경상권,대구,북구,자연,환경공학과,교과우수자,2.54,2.57,1.6,1.62,,,,,,,,,,,일반학생,3.21,3.4,1.96,2.06,,,,,,84.42857142857143,2/4,국수영탐(2)
경북대(상주),건설방재공학과,경상권,경북,상주시,자연,건설방재공학과,교과우수자,4.8,4.91,2.86,2.93,,,,,,,,,,,,,,,,,,,,,71.66666666666667,3/7,수영탐(2)
경북대(상주),곤충생명과학과,경상권,경북,상주시,자연,곤충생명과학과,교과우수자,4,4.27,2.4,2.56,,,,,,,,,,,,,,,,,,,,,64.16666666666667,2/3,수영탐(2)
경북대(상주),관광학과,경상권,경북,상주시,인문,관광학과,교과우수자,3.78,3.91,2.27,2.35,,,,,,,,,,,,,,,,,,,,,73.71428571428571,4/-,국수영탐(2)
경북대(상주),나노신소재공학과,경상권,경북,상주시,자연,나노신소재공학과,교과우수자,4.8,4.9,2.86,2.92,,,,,,,,,,,,,,,,,,,,,69.16666666666667,3/3,수영탐(2)
경북대(상주),동물생명공학과,경상권,경북,상주시,자연,동물생명공학과,교과우수자,3.46,3.54,2.09,2.14,,,,,,,,,,,,,,,,,,,,,,-/-,수영탐(2)
경북대(상주),말/특수동물학과,경상권,경북,상주시,자연,말/특수동물학과,교과우수자,3.11,3.9,1.91,2.34,,,,,,,,,,,,,,,,,,,,,67.33333333333333,4/5,수영탐(2)
경북대(상주),산림생태보호학과,경상권,경북,상주시,자연,산림생태보호학과,교과우수자,4.41,4.47,2.64,2.67,,,,,,,,,,,,,,,,,,,,,,3/5,수영탐(2)
경북대(상주),섬유패션디자인학부 섬유공학전공,경상권,경북,상주시,자연,섬유패션디자인학부 섬유공학전공,교과우수자,4.44,5.22,2.66,3.1,,,,,,,,,,,,,,,,,,,,,72,4/3,수영탐(2)
경북대(상주),소프트웨어학과,경상권,경북,상주시,자연,소프트웨어학과,교과우수자,3,3.22,1.85,1.96,,,,,,,,,,,일반학생,5.73,5.73,3.39,3.39,,,,,,71.5,3/2,수영탐(2)
경북대(상주),스마트플랜트공학과,경상권,경북,상주시,자연,스마트플랜트공학과,교과우수자,5.14,5.42,3.05,3.21,,,,,,,,,,,,,,,,,,,,,72.33333333333333,4/1,수영탐(2)
경북대(상주),식물자원학과,경상권,경북,상주시,자연,식물자원학과,교과우수자,4.21,4.47,2.52,2.67,,,,,,,,,,,,,,,,,,,,,71.83333333333333,4/3,수영탐(2)
경북대(상주),식품외식산업학과,경상권,경북,상주시,자연,식품외식산업학과,교과우수자,4.64,5.06,2.77,3.01,,,,,,,,,,,,,,,,,,,,,67.5,3/2,수영탐(2)
경북대(상주),에너지화학공학과,경상권,경북,상주시,자연,에너지화학공학과,교과우수자,4.39,4.49,2.63,2.68,,,,,,,,,,,,,,,,,,,,,,-/-,수영탐(2)
경북대(상주),위치정보시스템학과,경상권,경북,상주시,자연,위치정보시스템학과,교과우수자,4.91,5.03,2.93,2.99,,,,,,,,,,,,,,,,,,,,,60.666666666666664,2/4,수영탐(2)
경북대(상주),자동차공학과,경상권,경북,상주시,자연,자동차공학과,교과우수자,4.23,4.45,2.53,2.66,,,,,,,,,,,,,,,,,,,,,67.33333333333333,3/4,수영탐(2)
경북대(상주),자율미래인재학부,경상권,경북,상주시,자연,자율미래인재학부,교과우수자,4.4,4.63,2.63,2.76,,,,,,,,,,,,,,,,,,,,,66.66666666666667,3/4,수영탐(2)
경북대(상주),정밀기계공학과,경상권,경북,상주시,자연,정밀기계공학과,교과우수자,4.51,4.62,2.7,2.76,,,,,,,,,,,,,,,,,,,,,71.16666666666667,3/6,수영탐(2)
경북대(상주),체육학부 건강운동관리전공,경상권,경북,상주시,예체능,체육학부 건강운동관리전공,교과우수자,4.86,4.96,2.9,2.95,,,,,,,,,,,일반학생,5.91,5.91,3.49,3.49,,,,,,,-/-,국영탐(2)
