대학명,모집단위,유형,전형명,기준,컷70,연도,모집인원27,경쟁률26
한밭대,신소재공학과,교과,학생부교과(일반),70%컷(최종),4.46,2026,66,5.57
한밭대,우주국방첨단융합학과,교과,학생부교과(일반),70%컷(최종),4.41,2026,17,5.94
한밭대,인공지능소프트웨어학과,교과,학생부교과(일반),70%컷(최종),4.97,2026,26,4.63
한밭대,전기공학과,교과,학생부교과(일반),70%컷(최종),3.84,2026,23,8.77
한밭대,전자공학과,교과,학생부교과(일반),70%컷(최종),4.07,2026,58,5.05
한밭대,정보통신공학과,교과,학생부교과(일반),70%컷(최종),5.04,2026,14,4.62
한밭대,지능미디어공학과,교과,학생부교과(일반),70%컷(최종),5,2026,14,5.92
한밭대,창의융합학과,교과,학생부교과(일반),70%컷(최종),5.69,2024,1,8
한밭대,컴퓨터공학과,교과,학생부교과(일반),70%컷(최종),4.32,2026,23,5.52
한밭대,화학생명공학과,교과,학생부교과(일반),70%컷(최종),3.93,2026,51,5.8
한밭대,[유형1] 자율전공학부,교과,학생부교과(일반),70%컷(최종),4.638095,2025,133,10.6
한밭대,공학건설학부,교과,학생부교과(일반),70%컷(최종),5.3,2025,106,7.71
한밭대,인문사회경상학부,교과,학생부교과(일반),70%컷(최종),4.7018178,2025,54,10.06
한밭대,정보기술AI융합학부,교과,학생부교과(일반),70%컷(최종),4.7999998,2025,48,5.29
한밭대,모바일융합공학과,종합,학생부종합(소프트웨어인재),평균(최종),5.81,2026,2,5.5
한밭대,지능미디어공학과,종합,학생부종합(소프트웨어인재),평균(최종),5.42,2026,2,4.5
한밭대,컴퓨터공학과,종합,학생부종합(소프트웨어인재),평균(최종),4.85,2026,3,6.33
한밭대,경제학과,종합,학생부종합(일반),70%컷(최종),5.04,2026,11,13.5
한밭대,공공행정학과,종합,학생부종합(일반),70%컷(최종),3.97,2026,7,15.67
한밭대,영어영문학과,종합,학생부종합(일반),70%컷(최종),5.03,2026,12,9
한밭대,융합경영학과,종합,학생부종합(일반),70%컷(최종),4.48,2026,8,22.14
한밭대,일본어과,종합,학생부종합(일반),70%컷(최종),4.79,2026,12,14.09
한밭대,중국어과,종합,학생부종합(일반),70%컷(최종),5.69,2026,12,6.18
한밭대,회계세무학과,종합,학생부종합(일반),70%컷(최종),3.05,2026,8,6.63
한밭대,건설환경공학과,종합,학생부종합(일반),70%컷(최종),4.52,2026,13,10.55
한밭대,건축공학과,종합,학생부종합(일반),70%컷(최종),4.78,2026,9,11.13
한밭대,건축설비시스템공학과,종합,학생부종합(일반),70%컷(최종),5.36,2026,12,9.09
한밭대,건축학과(5년제),종합,학생부종합(일반),70%컷(최종),4.3585714,2025,6,23.5
한밭대,기계공학과,종합,학생부종합(일반),70%컷(최종),5.04,2026,20,10.58
한밭대,도시공학과,종합,학생부종합(일반),70%컷(최종),5.17,2026,12,8.18
한밭대,모바일융합공학과,종합,학생부종합(일반),70%컷(최종),4.83,2026,3,11.2
한밭대,반도체시스템공학과,종합,학생부종합(일반),70%컷(최종),4.29,2026,10,7.8
한밭대,빅데이터헬스케어융합학과,종합,학생부종합(일반),70%컷(최종),5.48,2026,5,7.6
한밭대,산업경영공학과,종합,학생부종합(일반),70%컷(최종),5.54,2026,8,25.86
한밭대,신소재공학과,종합,학생부종합(일반),70%컷(최종),4.69,2026,24,7.82
한밭대,우주국방첨단융합학과,종합,학생부종합(일반),70%컷(최종),4.85,2026,7,6.86
한밭대,인공지능소프트웨어학과,종합,학생부종합(일반),70%컷(최종),4.79,2026,3,14.8
한밭대,전기공학과,종합,학생부종합(일반),70%컷(최종),4.52,2026,12,8.82
한밭대,전자공학과,종합,학생부종합(일반),70%컷(최종),5.66,2026,25,7.43
한밭대,정보통신공학과,종합,학생부종합(일반),70%컷(최종),4.55,2026,4,9.5
한밭대,지능미디어공학과,종합,학생부종합(일반),70%컷(최종),4.82,2026,3,8.6
한밭대,컴퓨터공학과,종합,학생부종합(일반),70%컷(최종),4.44,2026,9,10
한밭대,화학생명공학과,종합,학생부종합(일반),70%컷(최종),4.21,2026,21,9.79
한밭대,건설환경공학과,종합,학생부종합(학·석사),70%컷(최종),5.59,2026,26,7.44
한밭대,기계공학과,종합,학생부종합(학·석사),70%컷(최종),5,2026,20,6.35
한밭대,산업경영공학과,종합,학생부종합(학·석사),70%컷(최종),5.14,2026,10,10
한밭대,창의융합학과,종합,학생부종합(학·석사),70%컷(최종),5.04,2026,28,6.68
한밭대,경제학과,교과,학생부교과(지역인재(교과)),평균(최종),3.33,2026,3,10.67
한밭대,공공행정학과,교과,학생부교과(지역인재(교과)),평균(최종),3.08,2026,3,12.33
한밭대,영어영문학과,교과,학생부교과(지역인재(교과)),70%컷(최종),3.77,2026,5,9.75
한밭대,융합경영학과,교과,학생부교과(지역인재(교과)),평균(최종),3.51,2026,3,9
한밭대,일본어과,교과,학생부교과(지역인재(교과)),70%컷(최종),3.54,2026,5,11
한밭대,중국어과,교과,학생부교과(지역인재(교과)),평균(최종),4.08,2026,3,13.33
한밭대,회계세무학과,교과,학생부교과(지역인재(교과)),평균(최종),3.69,2026,5,9
한밭대,건설환경공학과,교과,학생부교과(지역인재(교과)),70%컷(최종),4.69,2026,8,10.2
한밭대,건축공학과,교과,학생부교과(지역인재(교과)),70%컷(최종),3.46,2026,6,9
한밭대,건축설비시스템공학과,교과,학생부교과(지역인재(교과)),평균(최종),4.33,2026,3,13
한밭대,기계공학과,교과,학생부교과(지역인재(교과)),70%컷(최종),3.69,2026,5,8.6
한밭대,도시공학과,교과,학생부교과(지역인재(교과)),평균(최종),4.00,2026,5,9.33
한밭대,모바일융합공학과,교과,학생부교과(지역인재(교과)),평균(최종),4.18,2026,3,14.67
한밭대,반도체시스템공학과,교과,학생부교과(지역인재(교과)),평균(최종),3.79,2026,3,8.33
한밭대,빅데이터헬스케어융합학과,교과,학생부교과(지역인재(교과)),평균(최종),4.23,2026,3,9.67
한밭대,산업경영공학과,교과,학생부교과(지역인재(교과)),평균(최종),3.92,2026,4,10
한밭대,신소재공학과,교과,학생부교과(지역인재(교과)),70%컷(최종),4.08,2026,5,9
한밭대,우주국방첨단융합학과,교과,학생부교과(지역인재(교과)),평균(최종),3.41,2026,3,8.67
한밭대,인공지능소프트웨어학과,교과,학생부교과(지역인재(교과)),평균(최종),3.82,2026,3,7
한밭대,전기공학과,교과,학생부교과(지역인재(교과)),평균(최종),3.28,2026,3,10
한밭대,전자공학과,교과,학생부교과(지역인재(교과)),70%컷(최종),3.54,2026,8,7.67
한밭대,정보통신공학과,교과,학생부교과(지역인재(교과)),평균(최종),3.62,2026,4,5.75
한밭대,지능미디어공학과,교과,학생부교과(지역인재(교과)),평균(최종),4.05,2026,3,9
한밭대,컴퓨터공학과,교과,학생부교과(지역인재(교과)),평균(최종),3.97,2026,3,7.33
한밭대,화학생명공학과,교과,학생부교과(지역인재(교과)),70%컷(최종),3.54,2026,6,7.17
한밭대,[유형1] 자율전공학부,교과,학생부교과(지역인재(교과)),70%컷(최종),4.2476922,2025,22,13.8
한밭대,공학건설학부,교과,학생부교과(지역인재(교과)),70%컷(최종),5.0914284,2025,15,14.14
한밭대,인문사회경상학부,교과,학생부교과(지역인재(교과)),70%컷(최종),4.4353478,2025,7,18.86
한밭대,정보기술AI융합학부,교과,학생부교과(지역인재(교과)),70%컷(최종),4.6342856,2025,7,9.14
한밭대,경제학과,종합,학생부종합(지역인재(종합)),70%컷(최종),4.57,2026,8,11.14
한밭대,공공행정학과,종합,학생부종합(지역인재(종합)),70%컷(최종),4.33,2026,6,10.5
한밭대,영어영문학과,종합,학생부종합(지역인재(종합)),70%컷(최종),5,2026,8,8.43
한밭대,융합경영학과,종합,학생부종합(지역인재(종합)),평균(최종),3.84,2026,5,15
한밭대,일본어과,종합,학생부종합(지역인재(종합)),70%컷(최종),4.93,2026,8,9.86
한밭대,중국어과,종합,학생부종합(지역인재(종합)),70%컷(최종),5.63,2026,8,7.14
한밭대,회계세무학과,종합,학생부종합(지역인재(종합)),70%컷(최종),4,2026,4,6.75
한밭대,건설환경공학과,종합,학생부종합(지역인재(종합)),70%컷(최종),5.14,2026,9,12
한밭대,건축공학과,종합,학생부종합(지역인재(종합)),70%컷(최종),4.92,2026,5,6.5
한밭대,건축설비시스템공학과,종합,학생부종합(지역인재(종합)),70%컷(최종),5.5,2026,8,7.29
한밭대,건축학과(5년제),종합,학생부종합(지역인재(종합)),70%컷(최종),4.212857,2025,4,14.5
한밭대,기계공학과,종합,학생부종합(지역인재(종합)),70%컷(최종),5.48,2026,7,7.67
한밭대,도시공학과,종합,학생부종합(지역인재(종합)),70%컷(최종),5.19,2026,8,6
한밭대,모바일융합공학과,종합,학생부종합(지역인재(종합)),평균(최종),5.40,2026,5,5.33
한밭대,반도체시스템공학과,종합,학생부종합(지역인재(종합)),평균(최종),4.83,2026,8,5
한밭대,빅데이터헬스케어융합학과,종합,학생부종합(지역인재(종합)),평균(최종),4.90,2026,3,7.33
한밭대,산업경영공학과,종합,학생부종합(지역인재(종합)),70%컷(최종),4.9,2026,5,16.75
한밭대,신소재공학과,종합,학생부종합(지역인재(종합)),70%컷(최종),5.17,2026,10,7.38
한밭대,우주국방첨단융합학과,종합,학생부종합(지역인재(종합)),70%컷(최종),5,2026,4,5.75
한밭대,인공지능소프트웨어학과,종합,학생부종합(지역인재(종합)),평균(최종),4.50,2026,3,8.33
한밭대,전기공학과,종합,학생부종합(지역인재(종합)),70%컷(최종),4.72,2026,10,5.25
한밭대,전자공학과,종합,학생부종합(지역인재(종합)),70%컷(최종),5.27,2026,10,5.64
한밭대,정보통신공학과,종합,학생부종합(지역인재(종합)),70%컷(최종),4.96,2026,5,7.25
한밭대,지능미디어공학과,종합,학생부종합(지역인재(종합)),평균(최종),5.30,2026,5,6.33
한밭대,컴퓨터공학과,종합,학생부종합(지역인재(종합)),70%컷(최종),4.29,2026,9,6.71
한밭대,화학생명공학과,종합,학생부종합(지역인재(종합)),70%컷(최종),4.62,2026,8,10
한서대,항공관광학과,교과,학생부교과(한서인재전형),70%컷(최종),4,2026,30,68.31
한서대,항공교통물류학과,교과,학생부교과(한서인재전형),70%컷(최종),2.9,2026,12,4.21
한서대,호텔카지노관광학과,교과,학생부교과(한서인재전형),70%컷(최종),4.9,2026,5,3.8
한서대,간호학과,교과,학생부교과(한서인재전형),70%컷(최종),3.6,2026,18,8.12
한서대,무인항공기학과,교과,학생부교과(한서인재전형),70%컷(최종),3.9,2026,12,1.7
한서대,물리치료학과,교과,학생부교과(한서인재전형),70%컷(최종),4,2026,14,3
한서대,방사선학과,교과,학생부교과(한서인재전형),70%컷(최종),3.5,2026,14,4.5
한서대,작업치료학과,교과,학생부교과(한서인재전형),70%컷(최종),4.9,2026,12,2
한서대,치위생학과,교과,학생부교과(한서인재전형),70%컷(최종),4.7,2026,14,2.6
한서대,항공기계공학과,교과,학생부교과(한서인재전형),70%컷(최종),3.4,2026,12,2.88
한서대,항공운항학과,교과,학생부교과(한서인재전형),70%컷(최종),1.8,2026,14,14.92
한서대,항공전자공학과,교과,학생부교과(한서인재전형),70%컷(최종),4.6,2026,12,2.13
한서대,항공정비학과,교과,학생부교과(한서인재전형),70%컷(최종),2.9,2026,12,6.75
한서대,헬리콥터조종학과,교과,학생부교과(한서인재전형),70%컷(최종),2.7,2026,14,4.25
한서대,[유형1] 자유전공학과,교과,학생부교과(한서인재전형),70%컷(최종),4.2,2026,30,2.43
한서대,항공교통물류학과,종합,학생부종합(융합인재전형),평균(최종),3.5,2025,2,18
한서대,간호학과,종합,학생부종합(융합인재전형),평균(최종),3.4,2025,5,5.2
한서대,무인항공기학과,종합,학생부종합(융합인재전형),평균(최종),4,2025,2,8.5
한서대,물리치료학과,종합,학생부종합(융합인재전형),평균(최종),3.9,2025,2,8.5
한서대,방사선학과,종합,학생부종합(융합인재전형),평균(최종),4.9,2025,2,8
한서대,치위생학과,종합,학생부종합(융합인재전형),평균(최종),5.1,2025,2,6
한서대,항공기계공학과,종합,학생부종합(융합인재전형),평균(최종),3.8,2025,2,8.5
한서대,항공운항학과,종합,학생부종합(융합인재전형),평균(최종),1.8,2025,2,32
한서대,항공전자공학과,종합,학생부종합(융합인재전형),평균(최종),5.6,2025,2,11
한서대,항공정비학과,종합,학생부종합(융합인재전형),평균(최종),3.8,2025,2,18
한서대,헬리콥터조종학과,종합,학생부종합(융합인재전형),평균(최종),2.5,2025,2,5.5
한서대,공항행정학과,교과,학생부교과(지역인재 특별전형),70%컷(최종),4.4,2026,4,1.8
한서대,항공교통물류학과,교과,학생부교과(지역인재 특별전형),70%컷(최종),2.6,2026,5,5.75
한서대,해양경찰학과,교과,학생부교과(지역인재 특별전형),평균(최종),6.9,2025,2,2
한서대,간호학과,교과,학생부교과(지역인재 특별전형),70%컷(최종),3.1,2026,21,6.38
한서대,무인항공기학과,교과,학생부교과(지역인재 특별전형),70%컷(최종),3.5,2026,3,3.5
한서대,물리치료학과,교과,학생부교과(지역인재 특별전형),70%컷(최종),3.4,2026,4,7.75
한서대,방사선학과,교과,학생부교과(지역인재 특별전형),70%컷(최종),3.1,2026,4,11
한서대,작업치료학과,교과,학생부교과(지역인재 특별전형),70%컷(최종),5.3,2026,4,4
한서대,치위생학과,교과,학생부교과(지역인재 특별전형),70%컷(최종),3.1,2026,4,4
한서대,항공AI소프트웨어학과,교과,학생부교과(지역인재 특별전형),평균(최종),4.6,2025,4,2
한서대,항공기계공학과,교과,학생부교과(지역인재 특별전형),평균(최종),4.4,2025,3,3
한서대,항공산업공학과,교과,학생부교과(지역인재 특별전형),평균(최종),4,2025,3,0.33
한서대,항공운항학과,교과,학생부교과(지역인재 특별전형),평균(최종),1.3,2025,3,9.67
한서대,항공전자공학과,교과,학생부교과(지역인재 특별전형),평균(최종),3.1,2025,3,2.33
한서대,항공정비학과,교과,학생부교과(지역인재 특별전형),평균(최종),2.4,2025,3,4
한서대,헬리콥터조종학과,교과,학생부교과(지역인재 특별전형),평균(최종),1.9,2025,4,3.33
한서대,항공관광학과,교과,학생부교과(지역인재 특별전형-항공관광학과),70%컷(최종),5,2026,10,25.9
한성대,문학문화콘텐츠학과,교과,학생부교과(교과우수전형),70%컷(최종),2.2,2026,14,8.13
한성대,미래융합사회과학대학,교과,학생부교과(교과우수전형),70%컷(최종),2.29,2026,10,13.31
한성대,미래융합사회과학대학(야),교과,학생부교과(교과우수전형),70%컷(최종),2.29,2026,24,5.67
한성대,크리에이티브인문학부,교과,학생부교과(교과우수전형),70%컷(최종),2.44,2026,12,7.35
한성대,크리에이티브인문학부(야),교과,학생부교과(교과우수전형),70%컷(최종),2.44,2026,15,7.07
한성대,AI응용학과,교과,학생부교과(교과우수전형),70%컷(최종),2.51,2026,20,6.25
한성대,IT공과대학,교과,학생부교과(교과우수전형),70%컷(최종),2.39,2026,65,5.63
한성대,미래모빌리티학과,교과,학생부교과(교과우수전형),70%컷(최종),2.83,2026,10,6.5
한성대,융합보안학과,교과,학생부교과(교과우수전형),70%컷(최종),2.6,2026,10,7.11
한성대,AI패션학부,교과,학생부교과(교과우수전형),70%컷(최종),2.26,2026,7,9.71
한성대,AI패션학부(야),교과,학생부교과(교과우수전형),70%컷(최종),2.26,2026,13,8.62
한성대,[유형1] 상상력인재학부,교과,학생부교과(교과우수전형),70%컷(최종),2.53,2026,50,6.27
한성대,문학문화콘텐츠학과,교과,학생부교과(지역균형전형),70%컷(최종),2.85,2026,20,6.5
한성대,미래융합사회과학대학,교과,학생부교과(지역균형전형),70%컷(최종),2.71,2026,4,21.5
한성대,미래융합사회과학대학(야),교과,학생부교과(지역균형전형),70%컷(최종),2.71,2026,18,4.44
한성대,크리에이티브인문학부,교과,학생부교과(지역균형전형),70%컷(최종),2.88,2026,10,12.1
한성대,크리에이티브인문학부(야),교과,학생부교과(지역균형전형),70%컷(최종),2.88,2026,10,4.4
한성대,IT공과대학,교과,학생부교과(지역균형전형),70%컷(최종),2.74,2026,38,4.68
한성대,미래모빌리티학과,교과,학생부교과(지역균형전형),70%컷(최종),2.97,2026,10,4.07
한성대,AI뷰티디자인학과,교과,학생부교과(지역균형전형),70%컷(최종),3.26,2026,5,11.4
한성대,AI뷰티디자인학과(야),교과,학생부교과(지역균형전형),70%컷(최종),3.26,2026,7,7
한성대,AI패션학부,교과,학생부교과(지역균형전형),70%컷(최종),3.28,2026,3,4
한성대,AI패션학부(야),교과,학생부교과(지역균형전형),70%컷(최종),3.28,2026,7,5.43
한성대,[유형1] 상상력인재학부,교과,학생부교과(지역균형전형),70%컷(최종),2.93,2026,39,4.6
한성대,문학문화콘텐츠학과,종합,학생부종합(한성인재전형),70%컷(최종),3.65,2026,32,13.1
한성대,미래융합사회과학대학,종합,학생부종합(한성인재전형),70%컷(최종),3.51,2026,40,9.63
한성대,미래융합사회과학대학(야),종합,학생부종합(한성인재전형),70%컷(최종),3.51,2026,26,9.27
한성대,크리에이티브인문학부,종합,학생부종합(한성인재전형),70%컷(최종),3.55,2026,35,8.74
한성대,크리에이티브인문학부(야),종합,학생부종합(한성인재전형),70%컷(최종),3.55,2026,9,9.44
한성대,AI응용학과,종합,학생부종합(한성인재전형),70%컷(최종),3.58,2026,27,7.13
한성대,IT공과대학,종합,학생부종합(한성인재전형),70%컷(최종),3.66,2026,45,7.3
한성대,융합보안학과,종합,학생부종합(한성인재전형),70%컷(최종),3.7,2026,10,5.3
한성대,AI뷰티디자인학과,종합,학생부종합(한성인재전형),70%컷(최종),1.36,2025,5,66.6
한성대,AI뷰티디자인학과(야),종합,학생부종합(한성인재전형),70%컷(최종),2.86,2025,3,38.33
한성대,AI패션학부,종합,학생부종합(한성인재전형),70%컷(최종),3.13,2025,18,10.89
한성대,AI패션학부(야),종합,학생부종합(한성인재전형),70%컷(최종),3.62,2025,12,11.5
한세대,신학과,교과,학생부교과(교과우수자전형),70%컷(최종),7.1,2026,18,3.73
한세대,간호학과,교과,학생부교과(교과우수자전형),70%컷(최종),3.2,2026,17,4.87
한세대,[광역] 디자인학부,교과,학생부교과(교과우수자전형),70%컷(최종),4.6,2026,10,4.93
한세대,[유형1] 자유전공학부,교과,학생부교과(교과우수자전형),70%컷(최종),2.3,2026,29,15.14
한세대,신학과,교과,학생부교과(면접우수자전형),70%컷(최종),5,2026,5,5.5
한세대,간호학과,교과,학생부교과(면접우수자전형),70%컷(최종),3.4,2026,5,14.83
한세대,[유형1] 자유전공학부,교과,학생부교과(면접우수자전형),70%컷(최종),4.5,2026,5,18.09
한신대,AI시스템반도체학,논술,논술(논술전형),70%컷(최종),6.71,2026,10,5.83
한신대,경제금융학,논술,논술(논술전형),70%컷(최종),6.2,2026,12,6.33
한신대,공공인재빅데이터융합학,논술,논술(논술전형),70%컷(최종),6.02,2026,7,4
한신대,국제관계학,논술,논술(논술전형),70%컷(최종),5.73,2026,7,4.67
한신대,금융공학,논술,논술(논술전형),70%컷(최종),5.82,2026,10,4.4
한신대,독일어문화학,논술,논술(논술전형),70%컷(최종),6.72,2026,6,4.5
한신대,동아시아통상학,논술,논술(논술전형),70%컷(최종),6.64,2026,8,4.14
한신대,문예창작학,논술,논술(논술전형),70%컷(최종),4.74,2026,6,4
한신대,미디어영상광고홍보학,논술,논술(논술전형),70%컷(최종),4.82,2026,8,10.33
한신대,빅데이터융합학,논술,논술(논술전형),70%컷(최종),6.79,2026,10,5.9
한신대,사회복지학,논술,논술(논술전형),70%컷(최종),6.76,2026,5,6.8
한신대,사회학,논술,논술(논술전형),70%컷(최종),5.61,2026,6,4.33
한신대,심리·아동학,논술,논술(논술전형),70%컷(최종),5.44,2026,6,7.67
한신대,영미문화학,논술,논술(논술전형),70%컷(최종),6.18,2026,6,3.57
한신대,일본학,논술,논술(논술전형),70%컷(최종),5.95,2026,6,4.14
한신대,재활상담학,논술,논술(논술전형),70%컷(최종),6.05,2026,5,5.17
한신대,중국어문화콘텐츠학,논술,논술(논술전형),70%컷(최종),6.84,2026,6,5.14
한신대,철학,논술,논술(논술전형),70%컷(최종),5.81,2026,5,4.5
한신대,한국사학,논술,논술(논술전형),70%컷(최종),5.95,2026,6,4
한신대,한국어문학,논술,논술(논술전형),70%컷(최종),6.05,2026,6,3.5
한신대,AI·SW계열,논술,논술(논술전형),70%컷(최종),6.65,2026,50,5.46
한신대,경영학,논술,논술(논술전형),70%컷(최종),6.32,2026,10,7
한신대,[유형1] 자유전공학부,논술,논술(논술전형),70%컷(최종),6.27,2026,30,9.1
한신대,AI시스템반도체학,교과,학생부교과(참인재전형),70%컷(최종),4.56,2026,7,4.71
한신대,경제금융학,교과,학생부교과(참인재전형),70%컷(최종),4.75,2026,14,4.43
한신대,공공인재빅데이터융합학,교과,학생부교과(참인재전형),70%컷(최종),5.05,2026,9,3.78
한신대,국제관계학,교과,학생부교과(참인재전형),70%컷(최종),5.84,2026,9,4.4
한신대,금융공학,교과,학생부교과(참인재전형),70%컷(최종),4.62,2026,6,3.67
한신대,독일어문화학,교과,학생부교과(참인재전형),70%컷(최종),5.05,2026,6,4.33
한신대,동아시아통상학,교과,학생부교과(참인재전형),70%컷(최종),4.93,2026,7,3.5
한신대,디지털영상문화콘텐츠학,교과,학생부교과(참인재전형),70%컷(최종),4.36,2026,8,20
한신대,문예창작학,교과,학생부교과(참인재전형),70%컷(최종),4.34,2026,10,14.4
한신대,미디어영상광고홍보학,교과,학생부교과(참인재전형),70%컷(최종),4.25,2026,14,9.46
한신대,미디어융합기독교교육,교과,학생부교과(참인재전형),70%컷(최종),6.02,2026,8,2.63
한신대,빅데이터융합학,교과,학생부교과(참인재전형),70%컷(최종),5.75,2026,6,3.83
한신대,사회복지학,교과,학생부교과(참인재전형),70%컷(최종),4,2026,8,11.5
한신대,사회학,교과,학생부교과(참인재전형),70%컷(최종),4.39,2026,7,5.71
한신대,신학,교과,학생부교과(참인재전형),70%컷(최종),4.39,2026,14,3.07
한신대,심리·아동학,교과,학생부교과(참인재전형),70%컷(최종),5.53,2026,10,7.9
한신대,영미문화학,교과,학생부교과(참인재전형),70%컷(최종),4.64,2026,10,4.11
한신대,일본학,교과,학생부교과(참인재전형),70%컷(최종),4.91,2026,8,11.57
한신대,재활상담학,교과,학생부교과(참인재전형),70%컷(최종),4.69,2026,8,8
한신대,중국어문화콘텐츠학,교과,학생부교과(참인재전형),70%컷(최종),4.31,2026,9,6.5
한신대,철학,교과,학생부교과(참인재전형),70%컷(최종),3.1,2026,7,5.5
한신대,한국사학,교과,학생부교과(참인재전형),70%컷(최종),2.83,2026,10,7.67
한신대,한국어문학,교과,학생부교과(참인재전형),70%컷(최종),4.59,2026,7,4.57
한신대,AI·SW계열,교과,학생부교과(참인재전형),70%컷(최종),5.78,2026,60,3.98
한신대,경영학,교과,학생부교과(참인재전형),70%컷(최종),4.76,2026,18,5.61
한신대,[유형1] 자유전공학부,교과,학생부교과(참인재전형),70%컷(최종),4.48,2026,35,6.86
한신대,미디어영상광고홍보학,교과,학생부교과(학교장추천전형),70%컷(최종),3.4,2026,4,14.33
한신대,AI·SW계열,교과,학생부교과(학교장추천전형),70%컷(최종),3.79,2026,10,6.8
한신대,경영학,교과,학생부교과(학교장추천전형),70%컷(최종),3.3,2026,4,7
한신대,글로벌융합계열,교과,학생부교과(학교장추천전형),70%컷(최종),3.62,2026,8,4.6
한신대,문화콘텐츠계열,교과,학생부교과(학교장추천전형),70%컷(최종),3.46,2026,8,11.6
한신대,신학·인문융합계열,교과,학생부교과(학교장추천전형),70%컷(최종),3.71,2026,10,5.7
한신대,첨단융합계열,교과,학생부교과(학교장추천전형),70%컷(최종),4.03,2026,5,19.6
한신대,휴먼서비스계열,교과,학생부교과(학교장추천전형),70%컷(최종),3.48,2026,6,20
한신대,AI시스템반도체학,교과,학생부교과(학생부우수자전형),70%컷(최종),4.45,2026,10,3.13
한신대,미디어영상광고홍보학,교과,학생부교과(학생부우수자전형),70%컷(최종),3.79,2026,21,4.23
한신대,AI·SW계열,교과,학생부교과(학생부우수자전형),70%컷(최종),4.79,2026,50,3.22
한신대,경영학,교과,학생부교과(학생부우수자전형),70%컷(최종),4.42,2026,27,3.96
한신대,글로벌융합계열,교과,학생부교과(학생부우수자전형),70%컷(최종),3.56,2026,38,4.19
한신대,문화콘텐츠계열,교과,학생부교과(학생부우수자전형),70%컷(최종),3.51,2026,39,4.83
한신대,신학·인문융합계열,교과,학생부교과(학생부우수자전형),70%컷(최종),3.83,2026,40,3.24
한신대,첨단융합계열,교과,학생부교과(학생부우수자전형),70%컷(최종),3.82,2026,22,9.86
한신대,휴먼서비스계열,교과,학생부교과(학생부우수자전형),70%컷(최종),3.54,2026,42,4.22
한신대,[유형1] 자유전공학부,교과,학생부교과(학생부우수자전형),70%컷(최종),3.32,2026,35,8.09
한양대,경영학부,교과,학생부교과(추천형),70%컷(최종),1.6,2026,26,7.42
한양대,경제금융학부,교과,학생부교과(추천형),70%컷(최종),1.55,2026,9,8.56
한양대,관광학부,교과,학생부교과(추천형),70%컷(최종),1.6,2026,5,11.2
한양대,교육공학과,교과,학생부교과(추천형),70%컷(최종),1.67,2026,3,13.67
한양대,교육학과,교과,학생부교과(추천형),70%컷(최종),1.66,2026,3,10.33
한양대,국어교육과,교과,학생부교과(추천형),70%컷(최종),1.66,2026,4,16.67
한양대,국어국문학과,교과,학생부교과(추천형),70%컷(최종),1.79,2026,4,8
한양대,독어독문학과,교과,학생부교과(추천형),70%컷(최종),1.75,2026,4,14.5
한양대,미디어커뮤니케이션학과,교과,학생부교과(추천형),70%컷(최종),1.5,2026,5,7
한양대,사학과,교과,학생부교과(추천형),70%컷(최종),1.67,2026,3,20
한양대,사회학과,교과,학생부교과(추천형),70%컷(최종),1.66,2026,4,8
한양대,실내건축디자인학과,교과,학생부교과(추천형),70%컷(최종),1.63,2026,10,11.8
한양대,영어교육과,교과,학생부교과(추천형),70%컷(최종),1.78,2026,4,7.75
한양대,영어영문학과,교과,학생부교과(추천형),70%컷(최종),1.61,2026,7,10.29
한양대,의류학과,교과,학생부교과(추천형),70%컷(최종),1.73,2026,9,11.89
한양대,정보시스템학과(상경),교과,학생부교과(추천형),70%컷(최종),1.45,2026,5,13.8
한양대,정책학과,교과,학생부교과(추천형),70%컷(최종),1.64,2026,9,7.44
한양대,정치외교학과,교과,학생부교과(추천형),70%컷(최종),1.71,2026,4,8.25
한양대,중어중문학과,교과,학생부교과(추천형),70%컷(최종),1.73,2026,6,9.67
한양대,철학과,교과,학생부교과(추천형),70%컷(최종),1.71,2026,3,21
한양대,파이낸스경영학과,교과,학생부교과(추천형),70%컷(최종),1.61,2026,5,7.4
한양대,행정학과,교과,학생부교과(추천형),70%컷(최종),1.65,2026,5,7.2
한양대,[유형1] 한양인터칼리지학부(자연),교과,학생부교과(추천형),70%컷(최종),1.52,2026,42,9.8
한양대,간호학과,교과,학생부교과(추천형),70%컷(최종),1.53,2026,4,5.75
한양대,건설환경공학과,교과,학생부교과(추천형),70%컷(최종),1.51,2026,6,10.83
한양대,건축공학부,교과,학생부교과(추천형),70%컷(최종),1.52,2026,5,11.4
한양대,건축학부(5년제),교과,학생부교과(추천형),70%컷(최종),1.52,2026,5,6.6
한양대,기계공학부,교과,학생부교과(추천형),70%컷(최종),1.41,2026,17,10.12
한양대,데이터사이언스학부,교과,학생부교과(추천형),70%컷(최종),1.5,2026,9,6.57
한양대,도시공학과,교과,학생부교과(추천형),70%컷(최종),1.51,2026,5,10
한양대,물리학과,교과,학생부교과(추천형),70%컷(최종),1.53,2026,4,16.25
한양대,미래자동차공학과,교과,학생부교과(추천형),70%컷(최종),1.46,2026,6,10.33
한양대,산업공학과,교과,학생부교과(추천형),70%컷(최종),1.45,2026,5,10.4
한양대,생명공학과,교과,학생부교과(추천형),70%컷(최종),1.4,2026,3,8
